Дата;Эксперт;ID компании;Компания;ID площадки;Площадка;Чек-лист;Блок;№;Метрика;Описание;Выбранный вариант;Балл;Макс. балл;Примечание;Исключен
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.8;Анализ результатов лазерного сканирования;Наложение ЦИМ и облака точек, анализ отклонений;2 — выполнен анализ отклонений;2;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.9;Организация Фото360;Организация и помощь участникам в проведении фотосъемки;2 — фотосъемка проведена в полном объеме, налажен регулярный процесс;2;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.1;Камеральная обработка результатов;В модели сформированы точки обзора в соответствии с ходом фотосъемки, произведена интеграция планов, фото и модели в SYGNAL;2 — снимок состояния сформирован в SYGNAL в рамках всего объекта, налажен регулярный процесс, данные актуальны;2;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.1;Понимание ТИМ;Знания о преимуществах ТИМ перед классическим проектированием;2 — понимает суть ТИМ, преимущества и выгоды от использования;2;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.2;Этапы формирования ЦИМ;Знание этапов формирования ЦИМ;2 — понимает процесс формирования ЦИМ;2;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.3;Статусные модели ПИР, СМР;Знание о том, что из себя представляют статусные модели;1 — понимает, но не использует;1;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.4;4D модель;Знание, что из себя представляет 4D модель;2 — использует при принятии решений;2;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.5;Лазерное сканирование;Базовые знания о технологии лазерного сканирования и результатах;2 — использует при принятии решений;2;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.6;Фотомониторинг SYGNAL;Базовые знания о технологии фотомониторинга и результатах;2 — использует при принятии решений;2;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.1;Просмотр модели и использование базовых инструментов оценки;Умеет открывать и просматривать модель, осуществлять навигацию;2 — использует при принятии решений;2;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.2;Корректировка графиков проекта;Оценка реализуемости графиков и корректировка на основе данных ЦИМ;2 — использует для проверки графиков;2;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.3;Анализ проектных решений;Умеет просматривать модель, осуществлять сверку с РД и фактом СМР;2 — использует для принятия решений;2;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.4;Анализ статусных моделей ПИР, СМР;Просмотр и анализ статусных моделей, разработка корректирующих мероприятий;2 — использует для принятия решений;2;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.5;Анализ 4D;Просмотр и анализ отклонений;2 — использует для принятия решений;2;2;Исключен из расчета, не применяется на данном проекте;1
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Поддержка и масштабирование ЦИМ;3.1;Инициация обучения персонала;Выявление потребности и организация обучения;2 — регулярное выявление потребности и инициация обучения;2;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Поддержка и масштабирование ЦИМ;3.2;Применение ЦИМ на совещаниях;Демонстрация результатов работы с ЦИМ;2 — применяет ЦИМ 4D для принятия решений;2;2;;0
06.08.2026 14:01;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Поддержка и масштабирование ЦИМ;3.3;Внесение требований к ЦИМ в подконтрольные договоры подряда;Инициация и внесение требований в договоры;2 — требования в части ТИМ внесены в договоры;2;2;Исключен из расчета, договоры не в зоне ответственности РС;1
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.1;Наличие рабочей группы;На ОКС присутствует специалист по ТИМ;2 — сформирована рабочая группа ТИМ;2;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.2;Обеспеченность рабочих мест;Установлено необходимое ПО;1 — установлено частично;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.3;Наличие и доступность ЦИМ;ЦИМ получена и доступна для работы;0 — модель отсутствует;0;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.4;Актуальность ЦИМ;Дата последнего обновления ЦИМ;0 — дата выпуска документации опережает модель более чем на 14 дней;0;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.5;Форматы ЦИМ;Передана в проприетарных форматах (RVT, NWC, NWD), открытом формате IFC;1 — форматы переданы не в полном объеме;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ТИМ;2.1;Моделирование разделов ЦИМ;В наличии ЦИМ по всем требуемым разделам в рамках проекта;0 — ЦИМ включает АР, КР;0;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ТИМ;2.2;Сводная ЦИМ;Сводная ЦИМ очищена от элементов, не отражающих проектные решения;1 — полостные вычитающие тела;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ТИМ;2.3;Координаты;Модели всех разделов скоординированы и имеют общую систему координат;0 — модели не скоординированы;0;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ТИМ;2.4;Наличие ПИМ;ПИМ актуален и доступен участникам;1 — ПИМ не актуален;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ТИМ;2.5;Подход к формированию ЦИМ Прямой / Обратный;Документация сформирована в модели и выпускается по мере развития модели / модель сформирована на базе выпущенной документации;1 — Обратный;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.1;Шифр П;Шифр П;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.2;Шифр Р;Шифр Р;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.3;Номер помещения;Номер помещения к которому относится элемент;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.4;Наименование;Наименование (полностью соответствует наименованию в спецификации);1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.5;Уровень;Уровень (корректная привязка к уровню);1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.6;Имя системы;Имя системы;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.7;Тип системы;Тип системы;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.8;Количественная характеристика;Количественная характеристика (Объем/Площадь/Длина);1 — соответствуют частично;1;2;Объем отсутствует у части жб элементов;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.2;Дублирование элементов сводной ЦИМ;В сводной ЦИМ отсутствуют дубликаты элементов;0 — дубликаты есть;0;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.3;Пересечение элементов;В сводной ЦИМ отсутствуют пересечения элементов, исключения отражены в ПИМ;1 — коллизий нет (кроме оговоренных);1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.4;Настройки сводной ЦИМ;В модели настроены проверки в соответствии с требованиями и оговоренными исключениями;1 — проверки есть, но не настроены исключения;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.5;Настройка видов для экспорта в исходном формате;В модели настроен вид для экспорта, содержащий элементы в рамках раздела;2 — настроен без замечаний;2;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Опыт и знания;1.1;Владение ПО;Умение работы в ПО в рамках технологического стека проекта;0 — не владеет;0;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Опыт и знания;1.2;Знание процессов и технологии строительства;Понимание этапов проекта, технологии производства работ;1 — понимает частично;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Сопровождение СМР, ПИР;2.1;Доступ к ЦИМ;Организован доступ к ЦИМ для участников;0 — не организован;0;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Сопровождение СМР, ПИР;2.2;Рабочие группы;Сформированы рабочие группы СМР, ПИР;1 — группы созданы частично;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Сопровождение СМР, ПИР;2.3;Взаимодействия;Сформированы рабочие чаты СМР, ПИР;0 — не созданы;0;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.1;Входной контроль ЦИМ;Проверка состава переданных ЦИМ, обеспечение доступа команде проекта;1 — модель актуальна, но доступ участникам не обеспечен;1;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.2;Отработка запросов и консультации участников;Сопровождение команды проекта;2 — запросы отработаны, или дан мотивированный отказ;2;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.3;Формирование паспортов помещений;Подготовка паспортов в требуемом количестве;2 — паспорта подготовлены в требуемом количестве;2;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.4;Статусная модель ПИР;Ведется статусная модель выпуска РД;2 — модель регулярно обновляется и актуальна;2;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.5;Статусная модель СМР;Ведется статусная модель выполненных СМР;1 — модель не актуальна;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.6;План-фактная модель СМР;Ведется план-фактная модель СМР, отражающая отставания, опережения или соответствие графику СМР;2 — модель регулярно обновляется и актуальна;2;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.7;Организация лазерного сканирования;Организация и помощь участникам в проведении сканирования;2 — подготовлено облако точек в системе координат проекта;2;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.8;Анализ результатов лазерного сканирования;Наложение ЦИМ и облака точек, анализ отклонений;1 — наложение выполнено, но не проанализировано;1;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.9;Организация Фото360;Организация и помощь участникам в проведении фотосъемки;2 — фотосъемка проведена в полном объеме, налажен регулярный процесс;2;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.1;Камеральная обработка результатов;В модели сформированы точки обзора в соответствии с ходом фотосъемки, произведена интеграция планов, фото и модели в SYGNAL;1 — выполнено частично;1;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.1;Понимание ТИМ;Знания о преимуществах ТИМ перед классическим проектированием;1 — понимание преимуществ не сформировано;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.2;Этапы формирования ЦИМ;Знание этапов формирования ЦИМ;1 — понимание этапов не сформировано;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.3;Статусные модели ПИР, СМР;Знание о том, что из себя представляют статусные модели;2 — использует при принятии решений;2;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.4;4D модель;Знание, что из себя представляет 4D модель;1 — понимает, но не использует;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.5;Лазерное сканирование;Базовые знания о технологии лазерного сканирования и результатах;1 — понимает, но не использует;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Опыт и знания;1.6;Фотомониторинг SYGNAL;Базовые знания о технологии фотомониторинга и результатах;2 — использует при принятии решений;2;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.1;Просмотр модели и использование базовых инструментов оценки;Умеет открывать и просматривать модель, осуществлять навигацию;1 — просматривает, но не использует;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.2;Корректировка графиков проекта;Оценка реализуемости графиков и корректировка на основе данных ЦИМ;1 — просматривает, но не использует;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.3;Анализ проектных решений;Умеет просматривать модель, осуществлять сверку с РД и фактом СМР;1 — просматривает, но не использует;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.4;Анализ статусных моделей ПИР, СМР;Просмотр и анализ статусных моделей, разработка корректирующих мероприятий;1 — просматривает, но не использует;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.5;Анализ 4D;Просмотр и анализ отклонений;1 — просматривает, но не использует;1;2;Исключен из расчета, не применяется на данном проекте;1
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Поддержка и масштабирование ЦИМ;3.1;Инициация обучения персонала;Выявление потребности и организация обучения;1 — разовое обучение;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Поддержка и масштабирование ЦИМ;3.2;Применение ЦИМ на совещаниях;Демонстрация результатов работы с ЦИМ;1 — только статусные модели;1;2;;0
06.07.2026 14:14;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 1;Станция 1;Руководитель строительства;Поддержка и масштабирование ЦИМ;3.3;Внесение требований к ЦИМ в подконтрольные договоры подряда;Инициация и внесение требований в договоры;1 — инициирует, но без результата;1;2;Исключен из расчета, договоры не в зоне ответственности РС;1
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.1;Наличие рабочей группы;На ОКС присутствует специалист по ТИМ;2 — сформирована рабочая группа ТИМ;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.2;Обеспеченность рабочих мест;Установлено необходимое ПО;2 — установлено в необходимом объеме;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.3;Наличие и доступность ЦИМ;ЦИМ получена и доступна для работы;2 — организована СОД;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.4;Актуальность ЦИМ;Дата последнего обновления ЦИМ;2 — дата выпуска модели опережает документацию;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.5;Форматы ЦИМ;Передана в проприетарных форматах (RVT, NWC, NWD), открытом формате IFC;2 — переданы все требуемые форматы;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ТИМ;2.1;Моделирование разделов ЦИМ;В наличии ЦИМ по всем требуемым разделам в рамках проекта;2 — ЦИМ включает все разделы, в том числе сети;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ТИМ;2.2;Сводная ЦИМ;Сводная ЦИМ очищена от элементов, не отражающих проектные решения;2 — не содержит элементов, не отражающих проектные решения;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ТИМ;2.3;Координаты;Модели всех разделов скоординированы и имеют общую систему координат;2 — скоординированы и не требуют дополнительных действий;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ТИМ;2.4;Наличие ПИМ;ПИМ актуален и доступен участникам;2 — ПИМ доступен и актуален;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ТИМ;2.5;Подход к формированию ЦИМ Прямой / Обратный;Документация сформирована в модели и выпускается по мере развития модели / модель сформирована на базе выпущенной документации;2 — Прямой;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.1;Шифр П;Шифр П;2 — соответствуют в полном объеме;2;2;заполнен не в полном объеме;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.2;Шифр Р;Шифр Р;2 — соответствуют в полном объеме;2;2;заполнен не в полном объеме;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.3;Номер помещения;Номер помещения к которому относится элемент;2 — соответствуют в полном объеме;2;2;заполнен не в полном объеме;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.4;Наименование;Наименование (полностью соответствует наименованию в спецификации);2 — соответствуют в полном объеме;2;2;заполнен не в полном объеме;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.5;Уровень;Уровень (корректная привязка к уровню);2 — соответствуют в полном объеме;2;2;заполнен не в полном объеме;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.6;Имя системы;Имя системы;2 — соответствуют в полном объеме;2;2;заполнен не в полном объеме;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.7;Тип системы;Тип системы;2 — соответствуют в полном объеме;2;2;заполнен не в полном объеме;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.1.8;Количественная характеристика;Количественная характеристика (Объем/Площадь/Длина);2 — соответствуют в полном объеме;2;2;Объем отсутствует у части жб элементов;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.2;Дублирование элементов сводной ЦИМ;В сводной ЦИМ отсутствуют дубликаты элементов;2 — дубликатов нет;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.3;Пересечение элементов;В сводной ЦИМ отсутствуют пересечения элементов, исключения отражены в ПИМ;2 — коллизий нет;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.4;Настройки сводной ЦИМ;В модели настроены проверки в соответствии с требованиями и оговоренными исключениями;2 — проверки сформированы с учетом требований;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ЦИМ;Качество ЦИМ;3.5;Настройка видов для экспорта в исходном формате;В модели настроен вид для экспорта, содержащий элементы в рамках раздела;2 — настроен без замечаний;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ТИМ-специалист;Опыт и знания;1.1;Владение ПО;Умение работы в ПО в рамках технологического стека проекта;2 — может просматривать и осуществлять навигацию в ПО для проектирования;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ТИМ-специалист;Опыт и знания;1.2;Знание процессов и технологии строительства;Понимание этапов проекта, технологии производства работ;1 — понимает частично;1;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ТИМ-специалист;Сопровождение СМР, ПИР;2.1;Доступ к ЦИМ;Организован доступ к ЦИМ для участников;2 — организована СОД;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ТИМ-специалист;Сопровождение СМР, ПИР;2.2;Рабочие группы;Сформированы рабочие группы СМР, ПИР;1 — группы созданы частично;1;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ТИМ-специалист;Сопровождение СМР, ПИР;2.3;Взаимодействия;Сформированы рабочие чаты СМР, ПИР;2 — созданы по ПИР и СМР;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.1;Входной контроль ЦИМ;Проверка состава переданных ЦИМ, обеспечение доступа команде проекта;1 — модель актуальна, но доступ участникам не обеспечен;1;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.2;Отработка запросов и консультации участников;Сопровождение команды проекта;2 — запросы отработаны, или дан мотивированный отказ;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.3;Формирование паспортов помещений;Подготовка паспортов в требуемом количестве;2 — паспорта подготовлены в требуемом количестве;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;ТИМ-специалист;Операционная деятельность;3.4;Статусная модель ПИР;Ведется статусная модель выпуска РД;1 — модель не актуальна;1;2;;0
